Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1,Li-Ion,0.0,0.0,2875.4270180943977
1,CAES,0.0,0.0,3076.9187255191755
1,PHS,0.0,0.0,-0.0
1,H2,0.0,0.0,450.7180243280227
2,Li-Ion,0.0,0.0,2875.4270180943977
2,CAES,0.0,18.463081532720416,3056.8927018709946
2,PHS,0.0,0.0,-0.0
2,H2,0.0,0.0,450.7180243280227
3,Li-Ion,0.0,0.0,2875.4270180943977
3,CAES,0.0,0.0,3056.8927018709946
3,PHS,0.0,0.0,-0.0
3,H2,0.0,0.0,450.7180243280227
4,Li-Ion,0.0,0.0,2875.4270180943977
4,CAES,0.0,64.50495775530077,2986.927251783842
4,PHS,0.0,0.0,-0.0
4,H2,0.0,0.0,450.7180243280227
5,Li-Ion,0.0,26.592339370183268,2846.583576324183
5,CAES,0.0,0.0,2986.927251783842
5,PHS,0.0,0.0,-0.0
5,H2,0.0,0.0,450.7180243280227
6,Li-Ion,0.0,0.0,2846.583576324183
6,CAES,0.0,0.0,2986.927251783842
6,PHS,0.0,0.0,-0.0
6,H2,0.0,0.0,450.7180243280227
7,Li-Ion,0.0,0.0,2846.583576324183
7,CAES,0.0,0.0,2986.927251783842
7,PHS,0.0,0.0,-0.0
7,H2,0.0,0.0,450.7180243280227
8,Li-Ion,0.0,0.0,2846.583576324183
8,CAES,0.0,0.0,2986.927251783842
8,PHS,0.0,0.0,-0.0
8,H2,0.0,0.0,450.7180243280227
9,Li-Ion,0.0,0.0,2846.583576324183
9,CAES,0.0,0.0,2986.927251783842
9,PHS,0.0,0.0,-0.0
9,H2,0.0,0.0,450.7180243280227
10,Li-Ion,0.0,615.648179267109,2178.819369406003
10,CAES,0.0,0.0,2986.927251783842
10,PHS,0.0,0.0,-0.0
10,H2,0.0,184.9466052948206,250.115265534964
11,Li-Ion,0.0,0.0,2178.819369406003
11,CAES,0.0,0.0,2986.927251783842
11,PHS,0.0,0.0,-0.0
11,H2,0.0,230.59488100472163,0.0
12,Li-Ion,0.0,1058.7258030764579,1030.4700035770009
12,CAES,0.0,0.0,2986.927251783842
12,PHS,0.0,0.0,-0.0
12,H2,0.0,0.0,-0.0
13,Li-Ion,0.0,132.90404161267736,886.3153306120616
13,CAES,0.0,659.2929579031589,2271.8236358111008
13,PHS,0.0,0.0,-0.0
13,H2,0.0,-0.0,0.0
14,Li-Ion,0.0,0.0,886.3153306120616
14,CAES,0.0,973.9582869083102,1215.4175504346317
14,PHS,0.0,0.0,-0.0
14,H2,0.0,-0.0,0.0
15,Li-Ion,0.0,0.0,886.3153306120616
15,CAES,0.0,728.994796167286,424.7116760346953
15,PHS,0.0,0.0,-0.0
15,H2,0.0,-0.0,0.0
16,Li-Ion,0.0,0.0,886.3153306120616
16,CAES,0.0,63.01565906037462,356.3615971861385
16,PHS,0.0,0.0,-0.0
16,H2,0.0,0.0,-0.0
17,Li-Ion,0.0,0.0,886.3153306120616
17,CAES,0.0,0.0,356.3615971861385
17,PHS,0.0,0.0,-0.0
17,H2,0.0,0.0,-0.0
18,Li-Ion,0.0,0.0,886.3153306120616
18,CAES,0.0,328.5491588129504,-0.0
