Hour,65c,74c
1,1707.0,600.3658026086081
2,1707.0,700.0
3,1707.0,454.3940729931734
4,1707.0,700.0
5,1707.0,700.0
6,1707.0,516.6739096012866
7,1707.0,644.5898439415896
8,1707.0,560.9556978657779
9,1707.0,278.7068649172005
10,1707.0,700.0
11,1707.0,700.0
12,1707.0,700.0
13,1707.0,700.0
14,1707.0,700.0
15,1707.0,700.0
16,1707.0,700.0
17,1707.0,644.914647068956
18,1707.0,700.0
19,1707.0,700.0
20,1707.0,700.0
21,1707.0,614.0191120552659
22,1707.0,495.88338454726846
23,1707.0,452.89591914437074
24,1707.0,207.52907150625808
25,1707.0,283.92546174913656
26,1707.0,509.0095218236013
27,1707.0,559.55991096277
28,1707.0,191.77225690218864
29,1707.0,344.7441270998864
30,1554.431791364558,0.0
31,1707.0,286.5525795804308
32,1707.0,441.21432000597156
33,1644.5968141363735,0.0
34,1707.0,191.48092536650006
35,1707.0,105.76391824359985
36,1707.0,205.55341146589944
37,1707.0,700.0
38,1707.0,205.83661829641443
39,1707.0,102.32806275039287
40,1707.0,20.828712194370638
41,1707.0,0.0
42,1707.0,106.74243738788903
43,1707.0,382.2417151634997
44,1707.0,489.1198104352954
45,1707.0,410.8371198351924
46,1707.0,347.61272188264815
47,1707.0,352.5133082361506
48,1707.0,423.83906764108843
49,1707.0,387.9250387782082
50,1707.0,381.8296754021125
51,1707.0,0.0
52,1707.0,0.0
53,1707.0,0.0
54,1707.0,0.0
55,1707.0,0.0
56,1707.0,0.0
57,1707.0,0.0
58,1707.0,297.5274220949041
59,1707.0,348.79398581832265
60,1707.0,419.4149969771912
61,1707.0,316.0571500088763
62,1707.0,180.94338140547245
63,1707.0,30.536177537170843
64,1707.0,30.30423782758242
65,1707.0,141.62895766193586
66,1707.0,600.4859022137729
67,1707.0,700.0
68,1707.0,700.0
69,1707.0,700.0
70,1707.0,536.4809854015925
71,1707.0,323.47553373265083
72,1707.0,81.31794050789637
73,1707.0,153.6221042264121
74,1707.0,333.5041827364529
75,1707.0,254.9166099165687
76,1707.0,309.96904434907475
77,1707.0,175.79331280298658
78,1707.0,0.0
79,1707.0,81.10887990499998
80,1707.0,143.35156004060025
81,1707.0,676.5639678034001
82,1707.0,700.0
83,1707.0,700.0
84,1707.0,700.0
85,1707.0,700.0
86,1707.0,352.1786223536999
87,1707.0,414.4248381594094
88,1707.0,628.4521257686138
89,1707.0,700.0
90,1707.0,700.0
91,1707.0,700.0
92,1707.0,700.0
93,1707.0,512.8774917595516
94,1707.0,172.38630779560572
95,1552.8663208899593,0.0
96,1471.7322074032625,0.0
97,1354.0307565725182,0.0
98,1494.5816004807527,0.0
99,1707.0,3.526898099959002
100,1523.5133505856834,0.0
101,1414.1140143814616,0.0
102,1136.25102606768,0.0
103,1047.5824097949237,0.0
104,1363.7175433587995,0.0
105,1707.0,231.0234240763431
106,1707.0,242.75807613849997
107,1707.0,700.0
108,1707.0,700.0
109,1707.0,178.79187315562717
110,1707.0,366.4368221516302
111,1707.0,404.2335117427454
112,1707.0,379.48616954756585
113,1707.0,65.96184285806589
114,1707.0,89.67184345396618
115,1651.8176363749658,0.0
116,1618.7456040322659,0.0
117,1318.4736285062659,0.0
118,865.9476868172657,0.0
119,675.4836511241662,0.0
120,710.6746213102659,0.0
121,1147.7832453395663,0.0
122,1168.7373817893654,0.0
123,975.732778224966,0.0
124,1607.562265256874,0.0
125,1611.682660097666,0.0
126,1707.0,58.109580474465815
127,1707.0,282.8185040994657
128,1707.0,0.0
129,1707.0,305.71800286186556
130,1707.0,444.4771517041655
131,1707.0,700.0
132,1707.0,647.3203150562573
133,1707.0,322.30860603295525
134,1707.0,138.38905416636578
135,1707.0,32.85293216806588
136,1567.2558561462656,0.0
137,1599.1052414236656,0.0
138,1587.127975386366,0.0
139,1707.0,92.78040687956593
140,1554.034475442666,0.0
141,1503.504718854666,0.0
142,1330.6573441933656,0.0
143,1153.108775362466,0.0
144,1385.8419386230657,0.0
145,767.4693688114656,0.0
146,1053.3639562490443,0.0
147,708.9273601672663,0.0
148,803.1130539223659,0.0
149,687.2234303465658,0.0
150,1050.0409335990657,0.0
151,753.5728025019654,0.0
152,761.8273166846658,0.0
153,807.411509071666,0.0
154,1194.509407058566,0.0
155,1653.0368710626653,0.0
156,1636.0077189914655,0.0
157,789.5059536875657,0.0
158,864.2553685473661,0.0
159,1013.8392350599657,0.0
160,1197.517772937666,0.0
161,1151.4281975575655,0.0
162,1292.2191757027658,0.0
163,1396.9955150785659,0.0
164,1478.9624022486134,0.0
165,1340.703586143832,0.0
166,1168.216412024968,0.0
167,871.1402437147599,0.0
168,1191.9782837380383,0.0
169,974.9968394462522,0.0
170,1160.2843282719148,0.0
171,1707.0,0.0
172,819.9611889625544,0.0
173,1047.3100087783212,0.0
174,1707.0,0.0
175,1707.0,0.0
176,1707.0,405.6499254081672
177,1707.0,270.7214556784014
178,1707.0,700.0
179,1707.0,700.0
180,1707.0,700.0
181,1707.0,664.212306814852
182,1707.0,504.3634501678851
183,1707.0,233.67933796242158
184,1707.0,0.0
185,1707.0,112.3986239540518
186,1707.0,211.79611430516266
187,1707.0,249.61939633816476
188,1707.0,700.0
189,1707.0,700.0
190,1707.0,700.0
191,1707.0,442.69662965479426
192,1707.0,459.97387230538027
193,1707.0,558.4672618797655
194,1707.0,556.6564527739002
195,1707.0,374.4208197666999
196,1707.0,209.50133943670028
197,1707.0,204.95987395119982
198,1707.0,155.4921558041352
199,1707.0,382.53235345955426
200,1707.0,45.00775116871381
201,1707.0,326.7009939484999
202,1707.0,700.0
203,1707.0,521.1663046017
204,1707.0,700.0
205,1707.0,700.0
206,1707.0,700.0
207,1707.0,700.0
208,1707.0,391.6148973499033
209,1707.0,588.2242855495999
210,1707.0,677.2362179316999
211,1707.0,153.68753623199973
212,1707.0,181.64204151839988
213,1707.0,347.0541851126999
214,1707.0,357.91942650659996
215,1707.0,333.3324996930035
216,1707.0,545.7232528008559
217,1707.0,527.5821765255903
218,1707.0,634.4621516403439
219,1707.0,581.7262713849162
220,1707.0,621.2018302175068
221,1707.0,683.0639060121586
222,1707.0,394.61064204271446
223,1707.0,369.0915503726143
224,1707.0,283.4055570034375
225,1707.0,407.8524298281667
226,1707.0,573.7187066813367
227,1707.0,502.5418654093413
228,1707.0,673.5076779450361
229,1707.0,700.0
230,1707.0,666.8214688214997
231,1707.0,518.1189254505998
232,1707.0,431.63035154330004
233,1707.0,459.1100704338001
234,1707.0,340.8716935427888
235,1707.0,157.16727846399857
236,1627.1203528838862,0.0
237,1564.7276670340898,0.0
238,1239.864978207548,0.0
239,1092.1976691822126,0.0
240,1243.4723686083144,0.0
241,1237.8744745106837,0.0
242,1291.813790762926,0.0
243,1707.0,0.0
244,1049.90181148304,0.0
245,1707.0,0.0
246,1707.0,0.0
247,1707.0,207.49808848452275
248,1707.0,0.0
249,1707.0,643.0717355449
250,1707.0,700.0
251,1707.0,700.0
252,1707.0,700.0
253,1707.0,700.0
254,1707.0,700.0
255,1707.0,700.0
256,1707.0,700.0
257,1707.0,589.5086225257925
258,1707.0,211.29340861425382
259,1707.0,452.77115509273165
260,1707.0,670.3015085894781
261,1707.0,289.2031074880992
262,1676.6902426805905,0.0
263,1629.0515941680944,0.0
264,1336.7346711776,0.0
265,696.3620289399,0.0
266,626.8887601585002,0.0
267,634.1309103782999,0.0
268,709.8077079038999,0.0
269,797.3508351219134,0.0
270,747.2921168147506,0.0
271,1467.6460120046231,0.0
272,1397.1858993,0.0
273,1707.0,0.0
274,1707.0,669.3680340955997
275,1707.0,700.0
276,1707.0,700.0
277,1707.0,525.9920256126833
278,1707.0,667.6603800521998
279,1707.0,443.70055658109965
280,1707.0,496.3880177815998
281,1707.0,447.0289477204
282,1707.0,252.34001018460026
283,1707.0,340.77252729650036
284,1707.0,280.9058198227998
285,1707.0,75.11071630400014
286,1619.4137596941307,0.0
287,1392.4292518885998,0.0
288,1293.7504893873977,0.0
289,1065.970071086653,0.0
290,1168.3549025851821,0.0
291,1285.2066646253577,0.0
292,1341.1921150296075,0.0
293,1707.0,0.0
294,1707.0,0.0
295,1707.0,0.0
296,1707.0,0.0
297,1707.0,523.2983481465998
298,1707.0,700.0
299,1707.0,700.0
300,1707.0,700.0
301,1707.0,700.0
302,1707.0,700.0
303,1707.0,700.0
304,1707.0,330.37378521028336
305,1707.0,309.87509178844016
306,1707.0,286.65845400739374
307,1707.0,563.3848432620991
308,1707.0,565.4467738420269
309,1707.0,397.52842758152076
310,1707.0,193.9523789573969
311,1707.0,19.396526667418613
312,1707.0,83.57279261396144
313,1704.145673182603,0.0
314,1707.0,106.60010817383937
315,1707.0,191.55120400549492
316,1707.0,260.30091412987656
317,1707.0,273.0052469249426
318,1707.0,134.17692342988914
319,1707.0,127.71606684186847
320,1707.0,108.29445973571944
321,1707.0,400.20987473153576
322,1707.0,528.4034316070176
323,1707.0,228.40315044990402
324,1707.0,591.1345746744807
325,1707.0,691.7311080127872
326,1707.0,700.0
327,1707.0,677.0352107424728
328,1707.0,393.95460562162936
329,1707.0,188.95878020383867
330,1707.0,287.5685880941125
331,1707.0,545.7052894779997
332,1707.0,448.56605731460013
333,1707.0,539.5218551815999
334,1707.0,50.44579603850002
335,1385.1794101267,0.0
336,690.4974981756,0.0
337,382.2709242297001,0.0
338,28.534892410990263,0.0
339,116.58933349214684,0.0
340,534.7920690281585,0.0
341,379.66429643649974,0.0
342,443.22707930080696,0.0
343,249.96747575141833,0.0
344,450.1327308654604,0.0
345,1246.9925163577818,0.0
346,1707.0,61.55998543791861
347,1349.1001046377787,0.0
348,964.2254472419431,0.0
349,707.8087452477637,0.0
350,751.8586030443458,0.0
351,737.5353713976398,0.0
352,742.4840287606941,0.0
353,574.6849417283279,0.0
354,759.2046007887596,0.0
355,1062.4765080560426,0.0
356,1201.7508704019976,0.0
357,1319.125090149792,0.0
358,1687.1974190890421,0.0
359,1707.0,26.5284920518655
360,1707.0,35.068046279165856
361,1674.5189419997657,0.0
362,1639.5866147504657,0.0
363,1656.3842574909663,0.0
364,1707.0,65.32664051976582
365,1274.9800612197655,0.0
366,1567.1575193813655,0.0
367,1672.9035372892658,0.0
368,1707.0,266.27129989716593
369,1707.0,345.72578386356565
370,1707.0,444.11448159176587
371,1707.0,384.388842613766
372,1707.0,392.5531353609657
373,1707.0,273.8180346418101
374,1707.0,153.03602107216983
375,1707.0,100.64853609256579
376,1707.0,44.64266821576581
377,1696.9572215226658,0.0
378,1707.0,106.47685476546587
379,1707.0,72.57399013436623
380,1707.0,437.66229041876556
381,1707.0,403.29828150194527
382,1707.0,381.45669650976595
383,1707.0,20.848978272929514
384,1278.058210814689,0.0
385,1445.0454458031259,0.0
386,1542.367106628223,0.0
387,1646.4058351447673,0.0
388,1334.118100657754,0.0
389,1707.0,22.553528365408717
390,1548.3737400350444,0.0
391,1707.0,61.72070359220678
392,1707.0,120.29269955777127
393,1707.0,401.9891233096819
394,1707.0,700.0
395,1707.0,59.59569149359346
396,1667.177187542286,0.0
397,1542.8495581671602,0.0
398,1430.746546643529,0.0
399,1304.4463204115746,0.0
400,1351.9552017475658,0.0
401,1416.6893298786113,0.0
402,1348.785377018066,0.0
403,1111.2300971261661,0.0
404,1707.0,66.44558208576609
405,1466.8337298044614,0.0
406,1307.1024373746513,0.0
407,871.8482788703741,0.0
408,895.9175742372283,0.0
409,868.9619257412938,0.0
410,988.988992296309,0.0
411,1059.7884127417715,0.0
412,941.4622693303677,0.0
413,857.0851318836504,0.0
414,1244.9589460126415,0.0
415,1197.168359520423,0.0
416,1441.944470866295,0.0
417,1563.8874928421264,0.0
418,1707.0,329.9715362077427
419,1707.0,415.5116876836528
420,1707.0,417.0855028080696
421,1612.6397324718025,0.0
422,1707.0,192.480361394002
423,1707.0,256.79504914972114
424,1707.0,247.84564195556584
425,1707.0,157.79932147936586
426,1656.503185649066,0.0
427,1683.6311466535658,0.0
428,1590.868455963066,0.0
429,1420.672327013266,0.0
430,1186.6292827615657,0.0
431,1090.7044496173658,0.0
432,1188.3433197877662,0.0
433,1128.1346215890658,0.0
434,1085.844242697066,0.0
435,1062.0937878181658,0.0
436,1195.720295665566,0.0
437,1355.5925374008657,0.0
438,1115.4775022915655,0.0
439,1066.274715087366,0.0
440,1584.0401565100656,0.0
441,1707.0,247.34117802186563
442,1707.0,418.50675693844454
443,1707.0,508.47194421054445
444,1707.0,371.9115147430753
445,1458.033847352074,0.0
446,1707.0,72.27215803702978
447,1524.1224088845493,0.0
448,1544.6606638877656,0.0
449,1335.422090800666,0.0
450,744.7949807712658,0.0
451,1099.674429770566,0.0
452,1314.6664752382662,0.0
453,1220.5452531825658,0.0
454,1013.4254385380658,0.0
455,718.2986916884662,0.0
456,593.0544026290544,0.0
457,541.1502305134658,0.0
458,612.4953403967395,0.0
459,653.6524390016654,0.0
460,577.7447865756659,0.0
461,576.8312437917446,0.0
462,408.75871891166605,0.0
463,376.06652002177054,0.0
464,450.64527948093775,0.0
465,293.4359114978979,0.0
466,1023.212486762049,0.0
467,1185.3208131377344,0.0
468,1131.206110059033,0.0
469,510.53808407330797,0.0
470,986.9087902421581,0.0
471,938.5883597722216,0.0
472,524.678863452921,0.0
473,288.178578139431,0.0
474,137.88206506166085,0.0
475,324.86895629076986,0.0
476,191.50389457546936,0.0
477,0.0,0.0
478,0.0,0.0
479,0.0,0.0
480,0.0,0.0
481,4.558300976223919,0.0
482,0.0,0.0
483,58.02429589041336,0.0
484,148.60837405084004,0.0
485,452.45363560739014,0.0
486,55.49500963002319,0.0
487,0.0,0.0
488,357.2753878389557,0.0
489,813.8640377292658,0.0
490,921.8914407184658,0.0
491,1374.377969160566,0.0
492,1121.9070301545657,0.0
493,1052.6196430406658,0.0
494,1163.5808934817655,0.0
495,1306.095108603066,0.0
496,1265.857810396366,0.0
497,1340.0427632375659,0.0
498,1205.6072644440655,0.0
499,1644.469979516066,0.0
500,1678.9846221777657,0.0
501,1286.1559433004663,0.0
502,942.2825249371657,0.0
503,687.2121850656662,0.0
504,698.0956648447658,0.0
505,303.32448115866725,0.0
506,389.64038154778007,0.0
507,370.19884266987896,0.0
508,478.1338674093731,0.0
509,182.9026738174211,0.0
510,278.2933344428409,0.0
511,352.2168842317235,0.0
512,613.6644161806098,0.0
513,1394.6458052194753,0.0
514,1669.4110632449804,0.0
515,1707.0,119.91700121350004
516,1707.0,49.796764379936405
517,1130.4037394736029,0.0
518,1105.5972333284951,0.0
