Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1882,CAES,0.0,0.0,108465.22890932809
1882,PHS,0.0,0.0,-0.0
1882,H2,0.0,806.1503681493591,92002.36303293973
1883,Li-Ion,0.0,1305.442077742922,62227.79880608978
1883,CAES,0.0,0.0,108465.22890932809
1883,PHS,0.0,0.0,-0.0
1883,H2,0.0,0.0,92002.36303293973
1884,Li-Ion,0.0,0.0,62227.79880608978
1884,CAES,0.0,0.0,108465.22890932809
1884,PHS,0.0,0.0,-0.0
1884,H2,0.0,1173.7115856981789,90729.29407477689
1885,Li-Ion,0.0,0.0,62227.79880608978
1885,CAES,0.0,919.8623838554892,107467.49806902843
1885,PHS,0.0,0.0,-0.0
1885,H2,0.0,0.0,90729.29407477689
1886,Li-Ion,0.0,0.0,62227.79880608978
1886,CAES,0.0,0.0,107467.49806902843
1886,PHS,0.0,0.0,-0.0
1886,H2,0.0,440.99899439466026,90250.96350601889
1887,Li-Ion,0.0,0.0,62227.79880608978
1887,CAES,0.0,0.0,107467.49806902843
1887,PHS,0.0,0.0,-0.0
1887,H2,0.0,362.36386681952075,89857.9247083884
1888,Li-Ion,0.0,0.0,62227.79880608978
1888,CAES,0.0,423.79100763312863,107007.83218250201
1888,PHS,0.0,0.0,-0.0
1888,H2,0.0,0.0,89857.9247083884
1889,Li-Ion,0.0,0.0,62227.79880608978
1889,CAES,0.0,134.98363582315363,106861.4218729163
1889,PHS,0.0,0.0,0.0
1889,H2,0.0,0.0,89857.9247083884
1890,Li-Ion,124.30381982248606,0.0,62342.40126539625
1890,CAES,0.0,0.0,106861.4218729163
1890,PHS,-0.0,0.0,-0.0
1890,H2,0.0,0.0,89857.9247083884
1891,Li-Ion,0.0,0.0,62342.40126539625
1891,CAES,0.0,195.25046447598024,106649.6430096759
1891,PHS,0.0,0.0,-0.0
1891,H2,0.0,0.0,89857.9247083884
1892,Li-Ion,0.0,0.0,62342.40126539625
1892,CAES,0.0,53.40874470520467,106591.7130924738
1892,PHS,0.0,0.0,0.0
1892,H2,0.0,0.0,89857.9247083884
1893,Li-Ion,425.36172597774504,0.0,62734.565399704516
1893,CAES,0.0,0.0,106591.7130924738
1893,PHS,0.0,0.0,-0.0
1893,H2,0.0,0.0,89857.9247083884
1894,Li-Ion,243.85819727971344,0.0,62959.39154881408
1894,CAES,73.09647380610207,0.0,106659.10471146647
1894,PHS,0.0,0.0,-0.0
1894,H2,0.0,0.0,89857.9247083884
1895,Li-Ion,-0.0,0.0,62959.39154881408
1895,CAES,295.268264794571,0.0,106931.3286008766
1895,PHS,0.0,0.0,-0.0
1895,H2,0.0,0.0,89857.9247083884
1896,Li-Ion,0.0,0.0,62959.39154881408
1896,CAES,0.0,0.0,106931.3286008766
1896,PHS,0.0,0.0,-0.0
1896,H2,68.74434988450292,0.0,89921.30386738319
1897,Li-Ion,623.4038361695137,0.0,63534.141487055254
1897,CAES,0.0,0.0,106931.3286008766
1897,PHS,0.0,0.0,-0.0
1897,H2,0.0,0.0,89921.30386738319
1898,Li-Ion,810.6103726755628,0.0,64281.487323897774
1898,CAES,0.0,0.0,106931.3286008766
1898,PHS,0.0,0.0,-0.0
1898,H2,0.0,0.0,89921.30386738319
1899,Li-Ion,0.0,0.0,64281.487323897774
1899,CAES,0.0,0.0,106931.3286008766
1899,PHS,0.0,0.0,-0.0
1899,H2,1058.3234453248258,0.0,90897.02987281996
1900,Li-Ion,0.0,0.0,64281.487323897774
1900,CAES,906.0349915586565,0.0,107766.6515893304
1900,PHS,0.0,0.0,-0.0
1900,H2,0.0,0.0,90897.02987281996
1901,Li-Ion,865.1729219312138,0.0,65079.13734559686
1901,CAES,0.0,0.0,107766.6515893304
1901,PHS,0.0,0.0,-0.0
1901,H2,-0.0,0.0,90897.02987281996
1902,Li-Ion,-0.0,0.0,65079.13734559686
1902,CAES,94.32210133123405,0.0,107853.61226998325
1902,PHS,0.0,0.0,-0.0
1902,H2,654.0513516744792,0.0,91500.0354242315
1903,Li-Ion,0.0,0.0,65079.13734559686
1903,CAES,663.3913879129136,0.0,108465.22890932809
1903,PHS,0.0,0.0,-0.0
1903,H2,0.0,0.0,91500.0354242315
1904,Li-Ion,0.0,-0.0,65079.13734559686
1904,CAES,0.0,0.0,108465.22890932809
1904,PHS,0.0,0.0,-0.0
1904,H2,0.0,100.72835245651292,91390.78018616294
1905,Li-Ion,0.0,0.0,65079.13734559686
1905,CAES,0.0,0.0,108465.22890932809
1905,PHS,0.0,0.0,-0.0
1905,H2,0.0,368.72772595671273,90990.83881415184
1906,Li-Ion,0.0,0.0,65079.13734559686
1906,CAES,0.0,621.0829170632644,107791.56990161868
1906,PHS,0.0,0.0,-0.0
1906,H2,0.0,0.0,90990.83881415184
1907,Li-Ion,0.0,-0.0,65079.13734559686
1907,CAES,0.0,813.4425395959182,106909.26758900013
1907,PHS,0.0,0.0,-0.0
1907,H2,0.0,0.0,90990.83881415184
1908,Li-Ion,0.0,0.0,65079.13734559686
1908,CAES,0.0,1017.2700015175739,105805.88335322817
1908,PHS,0.0,0.0,-0.0
1908,H2,0.0,0.0,90990.83881415184
1909,Li-Ion,0.0,0.0,65079.13734559686
1909,CAES,0.0,0.0,105805.88335322817
1909,PHS,0.0,-0.0,0.0
1909,H2,0.0,1064.8160881218676,89835.8836067071
1910,Li-Ion,0.0,0.0,65079.13734559686
1910,CAES,0.0,0.0,105805.88335322817
1910,PHS,0.0,0.0,-0.0
1910,H2,0.0,995.8900778956411,88755.6891540323
1911,Li-Ion,0.0,0.0,65079.13734559686
1911,CAES,0.0,0.0,105805.88335322817
1911,PHS,0.0,-0.0,0.0
1911,H2,0.0,896.8756157591891,87782.89096436715
1912,Li-Ion,0.0,0.0,65079.13734559686
1912,CAES,0.0,790.9997307942413,104947.92368455003
1912,PHS,0.0,-0.0,-0.0
1912,H2,0.0,0.0,87782.89096436715
1913,Li-Ion,0.0,-0.0,65079.13734559686
1913,CAES,0.0,0.0,104947.92368455003
1913,PHS,0.0,0.0,0.0
1913,H2,0.0,955.201164719445,86746.82983450964
1914,Li-Ion,0.0,0.0,65079.13734559686
1914,CAES,0.0,317.0079724252254,104604.08026159818
1914,PHS,0.0,0.0,-0.0
1914,H2,0.0,0.0,86746.82983450964
1915,Li-Ion,0.0,0.0,65079.13734559686
1915,CAES,0.0,0.0,104604.08026159818
1915,PHS,0.0,0.0,-0.0
1915,H2,0.0,486.5024074233235,86219.14388464854
1916,Li-Ion,0.0,0.0,65079.13734559686
1916,CAES,0.0,0.0,104604.08026159818
1916,PHS,0.0,0.0,-0.0
1916,H2,0.0,465.26292274285595,85714.49539046526
1917,Li-Ion,0.0,-0.0,65079.13734559686
1917,CAES,0.0,202.0432518641246,104384.93358596791
1917,PHS,0.0,0.0,-0.0
1917,H2,0.0,0.0,85714.49539046526
1918,Li-Ion,0.0,-0.0,65079.13734559686
1918,CAES,0.0,0.0,104384.93358596791
1918,PHS,0.0,0.0,-0.0
1918,H2,0.0,211.876460934859,85484.68310210729
1919,Li-Ion,0.0,-0.0,65079.13734559686
1919,CAES,0.0,0.0,104384.93358596791
1919,PHS,0.0,0.0,-0.0
1919,H2,0.0,236.52060993325034,85228.14048112545
1920,Li-Ion,0.0,-0.0,65079.13734559686
1920,CAES,0.0,0.0,104384.93358596791
1920,PHS,0.0,-0.0,-0.0
1920,H2,0.0,236.12563982643866,84972.02626537408
1921,Li-Ion,0.0,0.0,65079.13734559686
1921,CAES,0.0,0.0,104384.93358596791
1921,PHS,0.0,0.0,-0.0
1921,H2,0.0,737.0571817465778,84172.57550600001
1922,Li-Ion,0.0,-0.0,65079.13734559686
1922,CAES,0.0,0.0,104384.93358596791
1922,PHS,0.0,0.0,-0.0
1922,H2,0.0,621.0732066065839,83498.92703075967
1923,Li-Ion,0.0,-0.0,65079.13734559686
1923,CAES,0.0,0.0,104384.93358596791
1923,PHS,0.0,0.0,-0.0
1923,H2,0.0,234.0572836745406,83245.05626224313
1924,Li-Ion,0.0,0.0,65079.13734559686
1924,CAES,1.5080742979920407,0.0,104386.32396177144
1924,PHS,0.0,0.0,-0.0
1924,H2,0.0,0.0,83245.05626224313
1925,Li-Ion,0.0,-0.0,65079.13734559686
1925,CAES,0.0,0.0,104386.32396177144
1925,PHS,0.0,0.0,-0.0
1925,H2,0.0,216.86786185096645,83009.83003945572
1926,Li-Ion,0.0,-0.0,65079.13734559686
1926,CAES,0.0,0.0,104386.32396177144
1926,PHS,0.0,0.0,-0.0
1926,H2,0.0,288.997674588797,82696.36805017033
1927,Li-Ion,0.0,-0.0,65079.13734559686
1927,CAES,0.0,0.0,104386.32396177144
1927,PHS,0.0,0.0,-0.0
1927,H2,0.0,254.49779524505772,82420.3264339886
1928,Li-Ion,0.0,-0.0,65079.13734559686
1928,CAES,0.0,0.0,104386.32396177144
1928,PHS,0.0,0.0,-0.0
1928,H2,0.0,495.57090652560987,81882.80431581756
1929,Li-Ion,0.0,-0.0,65079.13734559686
1929,CAES,0.0,0.0,104386.32396177144
1929,PHS,0.0,0.0,-0.0
1929,H2,0.0,682.3975445609149,81142.64025703793
1930,Li-Ion,0.0,-0.0,65079.13734559686
1930,CAES,0.0,0.0,104386.32396177144
1930,PHS,0.0,0.0,-0.0
1930,H2,0.0,604.1845335698578,80487.31011966662
1931,Li-Ion,0.0,0.0,65079.13734559686
1931,CAES,0.0,0.0,104386.32396177144
1931,PHS,0.0,0.0,-0.0
1931,H2,0.0,901.9558914387267,79509.00159735644
1932,Li-Ion,0.0,527.6504227313245,64506.82010674029
1932,CAES,0.0,0.0,104386.32396177144
1932,PHS,0.0,0.0,-0.0
1932,H2,0.0,817.6429059440721,78622.14334776333
1933,Li-Ion,0.0,0.0,64506.82010674029
1933,CAES,0.0,0.0,104386.32396177144
1933,PHS,0.0,0.0,-0.0
1933,H2,0.0,746.0430874365811,77812.94600521302
1934,Li-Ion,0.0,0.0,64506.82010674029
1934,CAES,0.0,0.0,104386.32396177144
1934,PHS,0.0,0.0,-0.0
1934,H2,0.0,856.7030061149428,76883.72112855734
1935,Li-Ion,0.0,0.0,64506.82010674029
1935,CAES,0.0,0.0,104386.32396177144
1935,PHS,0.0,0.0,-0.0
1935,H2,0.0,1053.6520430678052,75740.87502813604
1936,Li-Ion,0.0,0.0,64506.82010674029
1936,CAES,0.0,0.0,104386.32396177144
1936,PHS,0.0,0.0,-0.0
1936,H2,0.0,1095.7066336651967,74552.4143197564
1937,Li-Ion,0.0,0.0,64506.82010674029
1937,CAES,0.0,0.0,104386.32396177144
1937,PHS,0.0,0.0,-0.0
1937,H2,0.0,587.5589553218726,73915.11715388927
1938,Li-Ion,0.0,0.0,64506.82010674029
1938,CAES,335.43595656216456,0.0,104695.58063318138
1938,PHS,0.0,0.0,0.0
1938,H2,0.0,0.0,73915.11715388927
1939,Li-Ion,620.7652032133229,0.0,65079.13734559686
1939,CAES,0.0,0.0,104695.58063318138
1939,PHS,-0.0,0.0,-0.0
1939,H2,0.0,0.0,73915.11715388927
1940,Li-Ion,0.0,0.0,65079.13734559686
1940,CAES,350.2709913160016,0.0,105018.51453083518
1940,PHS,0.0,0.0,-0.0
1940,H2,0.0,0.0,73915.11715388927
1941,Li-Ion,-0.0,0.0,65079.13734559686
1941,CAES,870.3799807777209,0.0,105820.96522358697
1941,PHS,0.0,0.0,-0.0
1941,H2,0.0,0.0,73915.11715388927
1942,Li-Ion,-0.0,0.0,65079.13734559686
1942,CAES,0.0,0.0,105820.96522358697
1942,PHS,0.0,0.0,-0.0
1942,H2,728.5114709111099,0.0,74586.77154326055
1943,Li-Ion,0.0,0.0,65079.13734559686
1943,CAES,769.5393567585711,0.0,106530.4454547142
1943,PHS,0.0,0.0,-0.0
1943,H2,0.0,0.0,74586.77154326055
1944,Li-Ion,0.0,0.0,65079.13734559686
1944,CAES,0.0,0.0,106530.4454547142
1944,PHS,0.0,0.0,-0.0
1944,H2,286.10928926020495,0.0,74850.55127445844
1945,Li-Ion,-0.0,0.0,65079.13734559686
1945,CAES,0.0,0.0,106530.4454547142
1945,PHS,0.0,0.0,-0.0
1945,H2,162.79115564101772,0.0,75000.63730412709
1946,Li-Ion,0.0,216.59297348681196,64844.20928110286
1946,CAES,0.0,0.0,106530.4454547142
1946,PHS,0.0,0.0,-0.0
1946,H2,0.0,0.0,75000.63730412709
1947,Li-Ion,0.0,251.1433131116111,64571.806111645885
1947,CAES,0.0,0.0,106530.4454547142
1947,PHS,0.0,0.0,-0.0
1947,H2,0.0,0.0,75000.63730412709
1948,Li-Ion,0.0,388.4727728911069,64150.44822927913
1948,CAES,0.0,0.0,106530.4454547142
1948,PHS,0.0,0.0,-0.0
1948,H2,0.0,0.0,75000.63730412709
1949,Li-Ion,0.0,73.24253162340982,64071.00554969481
1949,CAES,0.0,0.0,106530.4454547142
1949,PHS,0.0,0.0,-0.0
1949,H2,0.0,0.0,75000.63730412709
1950,Li-Ion,0.0,119.32968158268801,63941.57433740938
1950,CAES,0.0,0.0,106530.4454547142
1950,PHS,0.0,0.0,-0.0
1950,H2,0.0,0.0,75000.63730412709
1951,Li-Ion,0.0,0.0,63941.57433740938
1951,CAES,0.0,0.0,106530.4454547142
1951,PHS,0.0,0.0,-0.0
1951,H2,0.0,218.8637153410308,74763.24627428298
1952,Li-Ion,0.0,482.21688457418185,63418.536689716566
1952,CAES,0.0,0.0,106530.4454547142
1952,PHS,0.0,0.0,-0.0
1952,H2,0.0,0.0,74763.24627428298
1953,Li-Ion,0.0,8.808201713547678,63408.98285356517
1953,CAES,0.0,0.0,106530.4454547142
1953,PHS,0.0,0.0,-0.0
1953,H2,0.0,462.8633669581564,74261.2004637744
1954,Li-Ion,0.0,479.2847887827665,62889.12551028435
1954,CAES,0.0,0.0,106530.4454547142
1954,PHS,0.0,0.0,-0.0
1954,H2,0.0,0.0,74261.2004637744
1955,Li-Ion,0.0,573.2062928582018,62267.39599261303
1955,CAES,0.0,0.0,106530.4454547142
1955,PHS,0.0,0.0,-0.0
1955,H2,0.0,0.0,74261.2004637744
1956,Li-Ion,0.0,681.5881574099321,61528.10983745947
1956,CAES,0.0,0.0,106530.4454547142
1956,PHS,0.0,0.0,-0.0
1956,H2,0.0,0.0,74261.2004637744
1957,Li-Ion,0.0,351.922340038757,61146.39646575337
1957,CAES,0.0,0.0,106530.4454547142
1957,PHS,0.0,0.0,-0.0
1957,H2,0.0,0.0,74261.2004637744
1958,Li-Ion,0.0,6.876269578070204,61138.93810421509
1958,CAES,0.0,0.0,106530.4454547142
1958,PHS,0.0,0.0,-0.0
1958,H2,0.0,0.0,74261.2004637744
1959,Li-Ion,0.0,33.24010387701419,61102.88414945519
1959,CAES,0.0,0.0,106530.4454547142
1959,PHS,0.0,0.0,-0.0
1959,H2,0.0,0.0,74261.2004637744
1960,Li-Ion,100.96875991170826,0.0,61195.97274653556
1960,CAES,-0.0,0.0,106530.4454547142
1960,PHS,0.0,0.0,-0.0
1960,H2,0.0,0.0,74261.2004637744
1961,Li-Ion,0.0,0.0,61195.97274653556
1961,CAES,101.83363666729437,0.0,106624.33142876439
1961,PHS,0.0,0.0,0.0
1961,H2,0.0,0.0,74261.2004637744
1962,Li-Ion,835.2740264784987,0.0,61966.057348649614
1962,CAES,0.0,0.0,106624.33142876439
1962,PHS,-0.0,0.0,-0.0
1962,H2,0.0,0.0,74261.2004637744
1963,Li-Ion,0.0,0.0,61966.057348649614
1963,CAES,687.0618847011139,0.0,107257.77118785572
1963,PHS,0.0,0.0,-0.0
1963,H2,0.0,0.0,74261.2004637744
1964,Li-Ion,0.0,0.0,61966.057348649614
1964,CAES,238.66000498967654,0.0,107477.80484047372
1964,PHS,0.0,0.0,0.0
1964,H2,0.0,0.0,74261.2004637744
1965,Li-Ion,0.0,0.0,61966.057348649614
1965,CAES,0.5686470269730393,0.0,107478.32910712829
1965,PHS,0.0,0.0,-0.0
1965,H2,0.0,0.0,74261.2004637744
1966,Li-Ion,322.1090722914359,0.0,62263.02723985844
1966,CAES,0.0,0.0,107478.32910712829
1966,PHS,0.0,0.0,-0.0
1966,H2,0.0,0.0,74261.2004637744
1967,Li-Ion,286.15848852031775,0.0,62526.85233053292
1967,CAES,0.0,0.0,107478.32910712829
1967,PHS,0.0,0.0,-0.0
1967,H2,0.0,0.0,74261.2004637744
1968,Li-Ion,459.2179605853499,0.0,62950.23037085332
1968,CAES,0.0,0.0,107478.32910712829
1968,PHS,0.0,0.0,-0.0
1968,H2,0.0,0.0,74261.2004637744
1969,Li-Ion,0.0,0.0,62950.23037085332
1969,CAES,838.1175432026522,0.0,108251.03530212768
1969,PHS,0.0,0.0,-0.0
1969,H2,0.0,0.0,74261.2004637744
1970,Li-Ion,613.2216769208801,0.0,63515.5928221081
1970,CAES,232.3255863590718,0.0,108465.22890932809
1970,PHS,0.0,0.0,-0.0
1970,H2,0.0,0.0,74261.2004637744
1971,Li-Ion,856.1312010043143,0.0,64304.90678900159
1971,CAES,0.0,0.0,108465.22890932809
1971,PHS,0.0,0.0,-0.0
1971,H2,0.0,0.0,74261.2004637744
1972,Li-Ion,0.0,0.0,64304.90678900159
1972,CAES,0.0,0.0,108465.22890932809
1972,PHS,-0.0,0.0,-0.0
1972,H2,406.88262510028204,0.0,74636.3277088756
1973,Li-Ion,839.7709454970268,0.0,65079.13734559686
1973,CAES,0.0,0.0,108465.22890932809
1973,PHS,0.0,0.0,0.0
1973,H2,0.0,0.0,74636.3277088756
1974,Li-Ion,-0.0,0.0,65079.13734559686
1974,CAES,-0.0,0.0,108465.22890932809
1974,PHS,880.955063255093,0.0,812.2004370557598
1974,H2,0.0,0.0,74636.3277088756
1975,Li-Ion,-0.0,0.0,65079.13734559686
1975,CAES,-0.0,0.0,108465.22890932809
1975,PHS,0.0,0.0,812.2004370557598
1975,H2,1021.4568849149489,0.0,75578.06442504373
1976,Li-Ion,0.0,0.0,65079.13734559686
1976,CAES,0.0,15.416701295515697,108448.50714897763
1976,PHS,0.0,0.0,812.2004370557598
1976,H2,0.0,48.85498855167042,75525.07374987754
1977,Li-Ion,0.0,-0.0,65079.13734559686
1977,CAES,0.0,443.6471581091865,107967.30424338477
1977,PHS,0.0,0.0,812.2004370557598
1977,H2,0.0,0.0,75525.07374987754
1978,Li-Ion,0.0,0.0,65079.13734559686
1978,CAES,0.0,0.0,107967.30424338477
1978,PHS,0.0,0.0,812.2004370557598
1978,H2,0.0,1156.1652578821938,74271.0364563455
1979,Li-Ion,0.0,0.0,65079.13734559686
1979,CAES,0.0,0.0,107967.30424338477
1979,PHS,0.0,0.0,812.2004370557598
1979,H2,0.0,865.6242835546864,73332.13509569317
1980,Li-Ion,0.0,0.0,65079.13734559686
1980,CAES,0.0,0.0,107967.30424338477
1980,PHS,0.0,0.0,812.2004370557598
1980,H2,0.0,1063.7156845156753,72178.37344353882
1981,Li-Ion,0.0,1002.7933781869929,63991.45521245875
1981,CAES,0.0,0.0,107967.30424338477
1981,PHS,0.0,0.0,812.2004370557598
1981,H2,0.0,0.0,72178.37344353882
1982,Li-Ion,0.0,0.0,63991.45521245875
1982,CAES,0.0,393.7443699666954,107540.22851118281
1982,PHS,0.0,748.8118037668291,0.0
1982,H2,0.0,0.0,72178.37344353882
1983,Li-Ion,0.0,0.0,63991.45521245875
1983,CAES,0.0,0.0,107540.22851118281
1983,PHS,0.0,0.0,-0.0
1983,H2,0.0,1187.3811460724262,70890.47776542515
1984,Li-Ion,0.0,426.8534271675083,63528.4676655742
1984,CAES,0.0,0.0,107540.22851118281
1984,PHS,0.0,0.0,-0.0
1984,H2,0.0,660.6531079718659,70173.89885956688
1985,Li-Ion,0.0,0.0,63528.4676655742
1985,CAES,0.0,399.6061484283157,107106.79478755429
1985,PHS,0.0,0.0,-0.0
1985,H2,0.0,0.0,70173.89885956688
1986,Li-Ion,0.0,14.757432113807432,63512.46098305082
1986,CAES,0.0,0.0,107106.79478755429
1986,PHS,0.0,-0.0,-0.0
1986,H2,0.0,0.0,70173.89885956688
1987,Li-Ion,0.0,0.0,63512.46098305082
1987,CAES,0.0,0.0,107106.79478755429
1987,PHS,0.0,0.0,-0.0
1987,H2,355.73454873587707,0.0,70501.86990827342
1988,Li-Ion,0.0,0.0,63512.46098305082
1988,CAES,0.0,0.0,107106.79478755429
1988,PHS,0.0,0.0,-0.0
1988,H2,228.95579137113592,0.0,70712.95671800351
1989,Li-Ion,0.0,0.0,63512.46098305082
1989,CAES,0.0,0.0,107106.79478755429
1989,PHS,0.0,0.0,-0.0
1989,H2,346.897623141534,0.0,71032.78052387177
1990,Li-Ion,539.6024127292139,0.0,64009.94982639277
1990,CAES,0.0,0.0,107106.79478755429
1990,PHS,0.0,0.0,-0.0
1990,H2,0.0,0.0,71032.78052387177
1991,Li-Ion,0.0,0.0,64009.94982639277
1991,CAES,0.0,0.0,107106.79478755429
1991,PHS,0.0,0.0,-0.0
1991,H2,530.9519258690639,0.0,71522.29401239529
1992,Li-Ion,0.0,0.0,64009.94982639277
1992,CAES,0.0,0.0,107106.79478755429
1992,PHS,0.0,0.0,0.0
1992,H2,284.69140567268875,0.0,71784.76651951614
1993,Li-Ion,0.0,0.0,64009.94982639277
1993,CAES,343.48500637531276,0.0,107423.47231622336
1993,PHS,0.0,0.0,-0.0
1993,H2,0.0,0.0,71784.76651951614
1994,Li-Ion,0.0,0.0,64009.94982639277
1994,CAES,0.0,0.0,107423.47231622336
1994,PHS,0.0,0.0,-0.0
1994,H2,248.26500503181313,0.0,72013.65554462423
1995,Li-Ion,498.12112093716667,0.0,64469.19480835245
1995,CAES,0.0,0.0,107423.47231622336
1995,PHS,0.0,0.0,-0.0
1995,H2,0.0,0.0,72013.65554462423
1996,Li-Ion,661.5755692375116,0.0,65079.13734559686
1996,CAES,0.0,0.0,107423.47231622336
1996,PHS,-0.0,0.0,-0.0
1996,H2,0.0,0.0,72013.65554462423
1997,Li-Ion,0.0,0.0,65079.13734559686
1997,CAES,514.1944486406464,0.0,107897.53617411692
1997,PHS,0.0,0.0,0.0
1997,H2,0.0,0.0,72013.65554462423
1998,Li-Ion,0.0,0.0,65079.13734559686
1998,CAES,0.0,0.0,107897.53617411692
1998,PHS,-0.0,0.0,-0.0
1998,H2,619.9643230114021,0.0,72585.23440841814
1999,Li-Ion,0.0,0.0,65079.13734559686
1999,CAES,0.0,0.0,107897.53617411692
1999,PHS,0.0,0.0,-0.0
1999,H2,61.36530149384126,0.0,72641.8104209439
2000,Li-Ion,0.0,0.0,65079.13734559686
2000,CAES,0.0,962.0753593739943,106854.01893329168
2000,PHS,0.0,0.0,-0.0
2000,H2,0.0,0.0,72641.8104209439
2001,Li-Ion,0.0,0.0,65079.13734559686
2001,CAES,0.0,1375.1660924751045,105362.44188320509
2001,PHS,0.0,0.0,-0.0
2001,H2,0.0,0.0,72641.8104209439
2002,Li-Ion,0.0,0.0,65079.13734559686
2002,CAES,0.0,1465.370726172603,103773.02417069169
2002,PHS,0.0,0.0,-0.0
2002,H2,0.0,0.0,72641.8104209439
2003,Li-Ion,0.0,0.0,65079.13734559686
2003,CAES,0.0,1228.6367287432213,102440.38053039627
2003,PHS,0.0,0.0,-0.0
2003,H2,0.0,0.0,72641.8104209439
2004,Li-Ion,0.0,0.0,65079.13734559686
2004,CAES,0.0,927.1949584501276,101434.69639627759
2004,PHS,0.0,0.0,-0.0
2004,H2,0.0,0.0,72641.8104209439
2005,Li-Ion,0.0,529.5245628232999,64504.787316399445
2005,CAES,0.0,0.0,101434.69639627759
2005,PHS,0.0,0.0,-0.0
2005,H2,0.0,0.0,72641.8104209439
2006,Li-Ion,0.0,0.0,64504.787316399445
2006,CAES,0.0,928.8549669113575,100427.21173018153
2006,PHS,0.0,0.0,-0.0
2006,H2,0.0,0.0,72641.8104209439
2007,Li-Ion,0.0,77.74753719361188,64420.45827221103
2007,CAES,0.0,642.8788232461264,99729.91174293803
2007,PHS,0.0,0.0,-0.0
2007,H2,0.0,0.0,72641.8104209439
2008,Li-Ion,0.0,0.0,64420.45827221103
2008,CAES,0.0,638.8572369102807,99036.97377851949
2008,PHS,0.0,0.0,-0.0
2008,H2,0.0,0.0,72641.8104209439
2009,Li-Ion,0.0,0.0,64420.45827221103
2009,CAES,0.0,790.490018695038,98179.56697023653
2009,PHS,0.0,0.0,0.0
2009,H2,0.0,0.0,72641.8104209439
2010,Li-Ion,0.0,0.0,64420.45827221103
2010,CAES,0.0,627.6977201382065,97498.73320122999
2010,PHS,0.0,0.0,-0.0
2010,H2,0.0,0.0,72641.8104209439
2011,Li-Ion,0.0,0.0,64420.45827221103
2011,CAES,0.0,940.2425470946863,96478.89697022084
2011,PHS,0.0,0.0,-0.0
2011,H2,0.0,0.0,72641.8104209439
2012,Li-Ion,0.0,0.0,64420.45827221103
2012,CAES,0.0,1133.6862394737934,95249.24159546204
2012,PHS,0.0,-0.0,0.0
2012,H2,0.0,0.0,72641.8104209439
2013,Li-Ion,0.0,0.0,64420.45827221103
2013,CAES,0.0,480.73763054070093,94727.80842404279
2013,PHS,0.0,-0.0,0.0
2013,H2,0.0,0.0,72641.8104209439
2014,Li-Ion,0.0,0.0,64420.45827221103
2014,CAES,0.0,30.196611562670427,94695.05560018847
2014,PHS,0.0,0.0,-0.0
2014,H2,0.0,0.0,72641.8104209439
2015,Li-Ion,317.80798896981156,0.0,64713.462760530034
2015,CAES,0.0,0.0,94695.05560018847
2015,PHS,0.0,0.0,-0.0
2015,H2,0.0,0.0,72641.8104209439
2016,Li-Ion,396.6297757559669,0.0,65079.13734559686
2016,CAES,0.0,0.0,94695.05560018847
2016,PHS,0.0,0.0,-0.0
2016,H2,0.0,0.0,72641.8104209439
2017,Li-Ion,0.0,0.0,65079.13734559686
2017,CAES,0.0,51.27299580469898,94639.44222792023
2017,PHS,0.0,0.0,-0.0
2017,H2,0.0,0.0,72641.8104209439
2018,Li-Ion,0.0,0.0,65079.13734559686
2018,CAES,0.0,167.9553952188595,94457.26902403052
2018,PHS,0.0,0.0,-0.0
2018,H2,0.0,0.0,72641.8104209439
2019,Li-Ion,0.0,0.0,65079.13734559686
2019,CAES,0.0,720.3236725200989,93675.96830374352
2019,PHS,0.0,0.0,-0.0
2019,H2,0.0,0.0,72641.8104209439
2020,Li-Ion,0.0,0.0,65079.13734559686
2020,CAES,0.0,823.5720623967864,92782.67898103157
2020,PHS,0.0,-0.0,0.0
2020,H2,0.0,0.0,72641.8104209439
2021,Li-Ion,0.0,0.0,65079.13734559686
2021,CAES,0.0,482.7327202106863,92259.08183103483
2021,PHS,0.0,0.0,-0.0
2021,H2,0.0,0.0,72641.8104209439
2022,Li-Ion,0.0,0.0,65079.13734559686
2022,CAES,0.0,763.7399631956621,91430.68953168263
2022,PHS,0.0,0.0,-0.0
2022,H2,0.0,0.0,72641.8104209439
2023,Li-Ion,0.0,0.0,65079.13734559686
2023,CAES,0.0,315.33073603782105,91088.66532701773
2023,PHS,0.0,0.0,-0.0
2023,H2,0.0,0.0,72641.8104209439
2024,Li-Ion,0.0,0.0,65079.13734559686
2024,CAES,0.0,348.6116709788782,90710.54288008586
2024,PHS,0.0,0.0,-0.0
2024,H2,0.0,0.0,72641.8104209439
2025,Li-Ion,0.0,0.0,65079.13734559686
2025,CAES,0.0,754.1739513879799,89892.52637733836
2025,PHS,0.0,-0.0,-0.0
2025,H2,0.0,0.0,72641.8104209439
2026,Li-Ion,0.0,57.28372100913771,65017.00442647652
2026,CAES,0.0,1198.8031445556487,88592.24180242386
2026,PHS,0.0,0.0,-0.0
2026,H2,0.0,0.0,72641.8104209439
2027,Li-Ion,0.0,0.0,65017.00442647652
2027,CAES,0.0,306.86743984155777,88259.39733135152
2027,PHS,0.0,0.0,-0.0
2027,H2,0.0,0.0,72641.8104209439
