*Hour,LargeHydro
708,769.31
709,759.25
710,770.43
711,786.08
712,812.92
713,859.88
714,921.38
715,929.21
716,932.56
717,932.56
718,921.38
719,866.59
720,806.21
721,780.49
722,801.74
723,859.88
724,877.77
725,893.43
726,891.19
727,855.41
728,838.64
729,786.08
730,777.14
731,750.3
732,727.94
733,705.57
734,725.7
735,732.41
736,789.44
737,893.43
738,957.16
739,971.7
740,960.52
741,948.22
742,911.32
743,850.94
744,803.97
745,807.33
746,844.23
747,838.64
748,869.95
749,883.36
750,876.65
751,819.63
752,814.04
753,759.25
754,731.29
755,726.82
756,720.11
757,703.34
758,742.47
759,743.59
760,787.2
761,869.95
762,926.97
763,938.15
764,940.39
765,886.72
766,868.83
767,846.46
768,786.08
769,759.25
770,777.14
771,795.03
772,854.29
773,867.71
774,845.35
775,827.45
776,798.38
777,714.52
778,697.75
779,701.1
780,687.68
781,675.38
782,712.28
783,732.41
784,812.92
785,853.17
786,922.5
787,941.51
788,920.26
789,881.13
790,855.41
791,799.5
792,755.89
793,750.3
794,768.19
795,800.62
796,856.53
797,868.83
798,891.19
799,797.26
800,793.91
801,781.61
802,729.05
803,702.22
804,713.4
805,701.1
806,724.58
807,742.47
808,768.19
809,814.04
810,888.95
811,895.66
812,895.66
813,896.78
814,880.01
815,816.27
816,773.78
817,769.31
818,796.15
819,793.91
820,816.27
821,839.75
822,841.99
823,822.98
824,807.33
825,771.55
826,674.26
827,666.44
828,666.44
829,648.55
830,668.67
831,664.2
832,735.76
833,816.27
834,888.95
835,928.09
836,932.56
837,906.85
838,850.94
839,833.05
840,784.96
841,779.37
842,803.97
843,854.29
844,890.07
845,886.72
846,875.54
847,814.04
848,802.85
849,778.25
850,753.65
851,762.6
852,733.53
853,711.16
854,740.24
855,744.71
856,788.32
857,844.23
858,891.19
859,915.79
860,897.9
861,900.14
862,875.54
863,848.7
864,803.97
865,815.15
866,838.64
867,857.65
868,895.66
869,916.91
870,907.96
871,849.82
872,829.69
873,803.97
874,790.55
875,788.32
876,759.25
877,754.77
878,773.78
879,795.03
880,824.1
881,845.35
882,888.95
883,928.09
884,901.25
885,905.73
886,902.37
887,872.18
888,844.23
889,831.93
890,868.83
891,892.31
892,929.21
893,919.15
894,928.09
895,949.34
896,948.22
897,939.27
898,916.91
899,922.5
900,920.26
901,901.25
902,914.67
903,931.45
904,950.45
905,980.65
906,977.29
907,981.76
908,972.82
909,968.35
910,954.93
911,944.86
912,888.95
913,874.42
914,903.49
915,903.49
916,909.08
917,932.56
918,937.04
919,906.85
920,899.02
921,880.01
922,865.47
923,861
924,841.99
925,816.27
926,818.51
927,835.28
928,847.58
929,856.53
930,892.31
931,905.73
932,929.21
933,929.21
934,929.21
935,900.14
936,843.11
937,822.98
938,854.29
939,856.53
940,886.72
941,900.14
942,916.91
943,887.84
944,873.3
945,829.69
946,789.44
947,779.37
948,755.89
949,739.12
950,744.71
951,755.89
952,789.44
953,848.7
954,894.55
955,934.8
956,940.39
957,925.85
958,928.09
959,866.59
960,816.27
961,811.8
962,836.4
963,829.69
964,850.94
965,869.95
966,892.31
967,857.65
968,838.64
969,825.22
970,779.37
971,746.95
972,717.87
973,716.75
974,723.46
975,731.29
976,761.48
977,835.28
978,895.66
979,939.27
980,942.63
981,939.27
982,930.33
983,873.3
984,834.16
985,822.98
986,838.64
987,847.58
988,880.01
989,893.43
990,886.72
991,865.47
992,834.16
993,826.34
994,781.61
995,739.12
996,726.82
997,722.35
998,732.41
999,758.13
1000,783.85
1001,850.94
1002,926.97
1003,937.04
1004,956.05
1005,999.65
1006,997.42
1007,935.92
1008,895.66
1009,874.42
1010,886.72
1011,891.19
1012,925.85
1013,938.15
1014,941.51
1015,932.56
1016,937.04
1017,935.92
1018,909.08
1019,878.89
1020,872.18
1021,880.01
1022,900.14
1023,906.85
1024,932.56
1025,957.16
1026,978.41
1027,994.06
1028,994.06
1029,990.71
1030,982.88
1031,941.51
1032,900.14
1033,883.36
1034,899.02
1035,907.96
1036,944.86
1037,960.52
1038,961.64
1039,943.75
1040,941.51
1041,934.8
1042,896.78
1043,873.3
1044,872.18
1045,868.83
1046,900.14
1047,912.44
1048,949.34
1049,985.12
1050,1001.89
1051,996.3
1052,1000.77
1053,1017.55
1054,1015.31
1055,984
1056,968.35
1057,948.22
1058,976.17
1059,980.65
1060,991.83
1061,995.18
1062,991.83
1063,938.15
1064,926.97
1065,924.74
1066,866.59
1067,835.28
1068,833.05
1069,819.63
1070,835.28
1071,882.25
1072,920.26
1073,942.63
1074,987.35
1075,995.18
1076,995.18
1077,991.83
1078,977.29
1079,944.86
1080,919.15
1081,893.43
1082,919.15
1083,944.86
1084,985.12
1085,992.95
1086,994.06
1087,941.51
1088,881.13
1089,866.59
1090,874.42
1091,847.58
1092,828.57
1093,808.45
1094,854.29
1095,853.17
1096,858.76
1097,896.78
1098,925.85
1099,921.38
1100,925.85
1101,916.91
1102,886.72
1103,853.17
1104,820.75
1105,814.04
1106,821.86
1107,816.27
1108,856.53
1109,872.18
1110,868.83
1111,834.16
1112,791.67
1113,787.2
1114,746.95
1115,749.18
1116,765.95
1117,761.48
1118,753.65
1119,745.83
1120,798.38
1121,875.54
1122,911.32
1123,923.62
1124,922.5
1125,921.38
1126,903.49
1127,861
1128,836.4
1129,826.34
1130,837.52
1131,830.81
1132,894.55
1133,903.49
1134,885.6
1135,854.29
1136,836.4
1137,803.97
1138,776.02
1139,768.19
1140,776.02
1141,758.13
1142,760.36
1143,770.43
1144,807.33
1145,864.35
1146,903.49
1147,911.32
1148,907.96
1149,907.96
1150,888.95
1151,855.41
1152,816.27
1153,799.5
1154,811.8
1155,812.92
1156,829.69
1157,853.17
1158,854.29
1159,840.87
1160,816.27
1161,767.07
1162,776.02
1163,798.38
1164,780.49
1165,774.9
1166,790.55
1167,786.08
1168,789.44
1169,825.22
1170,852.05
1171,871.06
1172,893.43
1173,890.07
1174,853.17
1175,854.29
1176,821.86
1177,796.15
1178,808.45
1179,826.34
1180,856.53
1181,868.83
1182,862.12
1183,847.58
1184,822.98
1185,791.67
1186,757.01
1187,753.65
1188,749.18
1189,774.9
1190,803.97
1191,818.51
1192,827.45
1193,859.88
1194,891.19
1195,924.74
1196,932.56
1197,881.13
1198,881.13
1199,864.35
1200,838.64
1201,810.68
1202,811.8
1203,809.56
1204,829.69
1205,835.28
1206,837.52
1207,797.26
1208,778.25
1209,730.17
1210,744.71
1211,745.83
1212,750.3
1213,741.35
1214,781.61
1215,779.37
1216,800.62
1217,845.35
1218,887.84
1219,885.6
1220,882.25
1221,826.34
1222,829.69
1223,803.97
1224,801.74
1225,772.66
1226,812.92
1227,811.8
1228,818.51
1229,829.69
1230,831.93
1231,753.65
1232,726.82
1233,696.63
1234,749.18
1235,739.12
1236,744.71
1237,683.21
1238,718.99
1239,734.65
1240,768.19
1241,841.99
1242,897.9
1243,915.79
1244,937.04
1245,888.95
1246,859.88
1247,845.35
1248,800.62
1249,748.06
1250,814.04
1251,837.52
1252,852.05
1253,838.64
1254,836.4
1255,788.32
1256,703.34
1257,697.75
1258,768.19
1259,763.72
1260,718.99
1261,679.85
1262,693.27
1263,691.04
1264,708.93
1265,827.45
1266,893.43
1267,873.3
1268,877.77
1269,867.71
1270,859.88
1271,793.91
1272,793.91
1273,780.49
1274,849.82
1275,854.29
1276,864.35
1277,850.94
1278,841.99
1279,798.38
1280,704.45
1281,704.45
1282,777.14
1283,774.9
1284,726.82
1285,707.81
1286,733.53
1287,743.59
1288,780.49
1289,837.52
1290,886.72
1291,891.19
1292,873.3
1293,845.35
1294,837.52
1295,822.98
1296,802.85
1297,771.55
1298,848.7
1299,861
1300,858.76
1301,861
1302,869.95
1303,822.98
1304,741.35
1305,738
1306,789.44
1307,735.76
1308,649.66
1309,635.13
1310,677.62
1311,695.51
1312,723.46
1313,805.09
1314,872.18
1315,866.59
1316,838.64
1317,792.79
1318,798.38
1319,771.55
1320,741.35
1321,770.43
1322,824.1
1323,810.68
1324,801.74
1325,800.62
1326,802.85
1327,758.13
1328,687.68
1329,659.73
1330,670.91
1331,659.73
1332,657.49
1333,641.84
1334,651.9
1335,677.62
1336,699.98
1337,758.13
1338,854.29
1339,826.34
1340,808.45
1341,811.8
1342,822.98
1343,810.68
1344,806.21
1345,793.91
1346,827.45
1347,835.28
1348,835.28
1349,831.93
1350,833.05
1351,821.86
1352,831.93
1353,844.23
1354,850.94
1355,822.98
1356,833.05
1357,805.09
1358,807.33
1359,840.87
1360,845.35
1361,847.58
1362,874.42
1363,890.07
1364,914.67
1365,913.55
1366,911.32
1367,904.61
1368,923.62
1369,919.15
1370,928.09
1371,937.04
1372,935.92
1373,918.03
1374,911.32
1375,914.67
1376,907.96
1377,902.37
1378,905.73
1379,911.32
1380,914.67
1381,896.78
1382,899.02
1383,922.5
1384,920.26
1385,910.2
1386,914.67
1387,919.15
1388,918.03
1389,880.01
1390,877.77
1391,885.6
1392,853.17
1393,809.56
1394,833.05
1395,836.4
1396,845.35
1397,836.4
1398,836.4
1399,835.28
1400,835.28
1401,784.96
1402,762.6
1403,752.54
1404,746.95
1405,742.47
1406,776.02
1407,790.55
1408,874.42
1409,883.36
1410,910.2
1411,911.32
1412,928.09
1413,941.51
1414,921.38
1415,895.66
1416,884.48
1417,857.65
1418,866.59
1419,863.24
1420,862.12
1421,824.1
1422,814.04
1423,812.92
1424,816.27
1425,798.38
1426,733.53
1427,735.76
1428,732.41
1429,723.46
1430,740.24
1431,767.07
1432,792.79
1433,848.7
1434,883.36
1435,897.9
1436,887.84
1437,845.35
1438,834.16
1439,800.62
1440,809.56
1441,799.5
1442,805.09
1443,809.56
1444,819.63
1445,815.15
1446,814.04
1447,808.45
1448,790.55
1449,776.02
1450,736.88
1451,743.59
1452,746.95
1453,733.53
1454,742.47
1455,753.65
1456,781.61
1457,819.63
1458,821.86
1459,843.11
1460,849.82
1461,854.29
1462,836.4
1463,828.57
1464,814.04
1465,778.25
1466,810.68
1467,840.87
1468,846.46
1469,843.11
1470,872.18
1471,827.45
1472,831.93
1473,814.04
1474,800.62
1475,792.79
1476,774.9
1477,757.01
1478,782.73
1479,774.9
1480,788.32
1481,800.62
1482,826.34
1483,839.75
1484,820.75
1485,812.92
1486,811.8
1487,796.15
1488,799.5
1489,784.96
1490,786.08
1491,791.67
1492,795.03
1493,792.79
1494,807.33
1495,776.02
1496,755.89
1497,735.76
1498,692.15
1499,693.27
1500,677.62
1501,632.89
1502,651.9
1503,663.08
1504,751.42
1505,796.15
1506,822.98
1507,852.05
1508,850.94
1509,818.51
1510,781.61
1511,788.32
1512,773.78
1513,761.48
1514,770.43
1515,786.08
1516,826.34
1517,822.98
1518,805.09
1519,778.25
1520,749.18
1521,706.69
1522,650.78
1523,653.02
1524,651.9
1525,585.93
1526,620.59
1527,656.37
1528,712.28
1529,765.95
1530,836.4
1531,866.59
1532,837.52
1533,825.22
1534,814.04
1535,778.25
1536,759.25
1537,764.84
1538,765.95
1539,795.03
1540,825.22
1541,829.69
1542,820.75
1543,793.91
1544,731.29
1545,680.97
1546,670.91
1547,679.85
1548,682.09
1549,623.95
1550,653.02
1551,697.75
1552,721.23
1553,774.9
1554,825.22
1555,843.11
1556,817.39
1557,810.68
1558,767.07
1559,735.76
1560,723.46
1561,717.87
1562,772.66
1563,797.26
1564,830.81
1565,828.57
1566,818.51
1567,799.5
1568,734.65
1569,659.73
1570,655.25
1571,666.44
1572,664.2
1573,606.05
1574,641.84
1575,658.61
1576,689.92
1577,757.01
1578,819.63
1579,833.05
1580,807.33
1581,801.74
1582,777.14
1583,726.82
1584,697.75
1585,680.97
1586,746.95
1587,792.79
1588,835.28
1589,840.87
1590,830.81
1591,771.55
1592,754.77
1593,749.18
1594,679.85
1595,665.32
1596,667.55
1597,615
1598,646.31
1599,646.31
1600,696.63
1601,767.07
1602,831.93
1603,856.53
1604,840.87
1605,814.04
1606,792.79
1607,731.29
1608,716.75
1609,702.22
1610,749.18
1611,765.95
1612,803.97
1613,801.74
1614,777.14
1615,705.57
1616,696.63
1617,672.03
1618,631.77
1619,646.31
1620,653.02
1621,551.26
1622,603.82
1623,630.65
1624,688.8
1625,780.49
1626,830.81
1627,845.35
1628,837.52
1629,826.34
1630,783.85
1631,679.85
1632,659.73
1633,631.77
1634,710.05
1635,750.3
1636,778.25
1637,790.55
1638,757.01
1639,688.8
1640,628.42
1641,631.77
1642,590.4
1643,570.27
1644,559.09
1645,506.54
1646,554.62
1647,594.87
1648,667.55
1649,741.35
1650,814.04
1651,856.53
1652,844.23
1653,814.04
1654,718.99
1655,682.09
1656,649.66
1657,616.12
1658,691.04
1659,734.65
1660,740.24
1661,748.06
1662,692.15
1663,639.6
1664,609.41
1665,604.94
1666,544.55
1667,545.67
1668,547.91
1669,483.05
1670,515.48
1671,540.08
1672,626.18
1673,694.39
1674,776.02
1675,809.56
1676,800.62
1677,768.19
1678,684.33
1679,618.35
1680,572.51
1681,545.67
1682,598.23
1683,646.31
1684,654.14
1685,656.37
1686,634.01
1687,641.84
1688,625.06
1689,611.65
1690,566.92
1691,565.8
1692,546.79
1693,514.36
1694,551.26
1695,571.39
1696,628.42
1697,688.8
1698,762.6
1699,792.79
1700,801.74
1701,736.88
1702,673.15
1703,594.87
1704,561.33
1705,518.84
1706,528.9
1707,623.95
1708,648.55
1709,667.55
1710,667.55
1711,609.41
1712,557.97
1713,526.66
1714,484.17
1715,472.99
1716,468.52
1717,450.63
1718,481.94
1719,526.66
1720,570.27
1721,650.78
1722,692.15
1723,743.59
1724,748.06
1725,707.81
1726,666.44
1727,603.82
1728,553.5
1729,516.6
1730,541.2
1731,628.42
1732,657.49
1733,649.66
1734,630.65
1735,598.23
1736,574.75
1737,568.04
1738,480.82
1739,461.81
1740,456.22
1741,443.92
1742,484.17
1743,505.42
1744,560.21
1745,649.66
1746,693.27
1747,755.89
1748,777.14
1749,778.25
1750,731.29
1751,551.26
1752,496.47
1753,507.65
1754,550.15
1755,613.88
1756,632.89
1757,656.37
1758,663.08
1759,654.14
1760,601.58
1761,579.22
1762,532.25
1763,500.95
1764,483.05
1765,471.87
1766,516.6
1767,528.9
1768,552.38
1769,668.67
1770,753.65
1771,788.32
1772,772.66
1773,769.31
1774,741.35
1775,644.07
1776,602.7
1777,578.1
1778,590.4
1779,646.31
1780,682.09
1781,695.51
1782,689.92
1783,613.88
1784,556.85
1785,547.91
1786,518.84
1787,493.12
1788,498.71
1789,469.64
1790,494.24
1791,511.01
1792,543.44
1793,670.91
1794,748.06
1795,781.61
1796,763.72
1797,752.54
1798,729.05
1799,587.05
1800,549.03
1801,536.73
1802,565.8
1803,609.41
1804,638.48
1805,682.09
1806,668.67
1807,629.54
1808,580.34
1809,584.81
1810,573.63
1811,549.03
1812,542.32
1813,481.94
1814,522.19
1815,538.96
1816,597.11
1817,667.55
1818,717.87
1819,750.3
1820,748.06
1821,735.76
1822,686.56
1823,585.93
1824,554.62
1825,573.63
1826,591.52
1827,582.57
1828,623.95
1829,629.54
1830,616.12
1831,599.35
1832,589.28
1833,594.87
1834,587.05
1835,569.15
1836,598.23
1837,572.51
1838,620.59
1839,645.19
1840,649.66
1841,678.74
1842,714.52
1843,721.23
1844,724.58
1845,721.23
1846,692.15
1847,618.35
1848,617.24
1849,612.76
1850,638.48
1851,672.03
1852,688.8
1853,695.51
1854,702.22
1855,688.8
1856,618.35
1857,611.65
1858,573.63
1859,569.15
1860,576.98
1861,559.09
1862,566.92
1863,582.57
1864,648.55
1865,678.74
1866,724.58
1867,789.44
1868,799.5
1869,741.35
1870,692.15
1871,642.95
1872,644.07
1873,622.83
1874,631.77
1875,695.51
1876,726.82
1877,726.82
1878,732.41
1879,726.82
1880,656.37
1881,642.95
1882,630.65
1883,631.77
1884,632.89
1885,635.13
1886,641.84
1887,640.72
1888,668.67
1889,733.53
1890,762.6
1891,781.61
1892,776.02
1893,779.37
1894,723.46
1895,655.25
1896,655.25
1897,644.07
1898,675.38
1899,656.37
1900,699.98
1901,698.86
1902,699.98
1903,697.75
1904,628.42
1905,627.3
1906,622.83
1907,613.88
1908,618.35
1909,584.81
1910,608.29
1911,615
1912,647.43
1913,764.84
1914,808.45
1915,819.63
1916,812.92
1917,805.09
1918,673.15
1919,660.85
1920,627.3
1921,563.56
1922,590.4
1923,673.15
1924,658.61
1925,702.22
1926,713.4
1927,724.58
1928,687.68
1929,678.74
1930,693.27
1931,694.39
1932,670.91
1933,612.76
1934,667.55
1935,673.15
1936,717.87
1937,802.85
1938,826.34
1939,841.99
1940,837.52
1941,821.86
1942,722.35
1943,711.16
1944,705.57
1945,682.09
1946,680.97
1947,679.85
1948,693.27
1949,720.11
1950,731.29
1951,731.29
1952,656.37
1953,617.24
1954,623.95
1955,626.18
1956,623.95
1957,616.12
1958,632.89
1959,631.77
1960,650.78
1961,712.28
1962,779.37
1963,805.09
1964,807.33
1965,805.09
1966,695.51
1967,676.5
1968,669.79
1969,650.78
1970,654.14
1971,672.03
1972,674.26
1973,697.75
1974,694.39
1975,669.79
1976,617.24
1977,606.05
1978,603.82
1979,600.46
1980,590.4
1981,575.86
1982,585.93
1983,627.3
1984,669.79
1985,784.96
1986,812.92
1987,829.69
1988,852.05
1989,837.52
1990,791.67
1991,730.17
1992,729.05
1993,724.58
1994,727.94
1995,752.54
1996,788.32
1997,799.5
1998,803.97
1999,739.12
2000,711.16
2001,708.93
2002,691.04
2003,684.33
2004,683.21
2005,637.36
2006,647.43
2007,673.15
2008,692.15
2009,731.29
2010,750.3
2011,783.85
2012,799.5
2013,788.32
2014,749.18
2015,743.59
2016,727.94
2017,712.28
2018,723.46
2019,732.41
2020,729.05
2021,722.35
2022,706.69
2023,705.57
2024,698.86
2025,704.45
2026,722.35
2027,739.12
2028,752.54
2029,741.35
2030,808.45
2031,837.52
2032,848.7
2033,853.17
2034,865.47
2035,892.31
2036,902.37
2037,912.44
2038,934.8
2039,939.27
2040,940.39
2041,952.69
2042,967.23
2043,966.11
2044,975.05
2045,973.94
2046,963.87
2047,951.57
2048,918.03
2049,904.61
2050,938.15
2051,904.61
2052,876.65
2053,865.47
2054,877.77
2055,881.13
2056,869.95
2057,868.83
2058,881.13
2059,902.37
2060,952.69
2061,945.98
2062,873.3
2063,867.71
2064,856.53
2065,822.98
2066,834.16
2067,896.78
2068,873.3
2069,869.95
2070,859.88
2071,808.45
2072,802.85
2073,799.5
2074,807.33
2075,800.62
2076,799.5
2077,783.85
2078,796.15
2079,793.91
2080,791.67
2081,859.88
2082,909.08
2083,945.98
2084,938.15
2085,867.71
2086,871.06
2087,837.52
2088,802.85
2089,769.31
2090,830.81
2091,843.11
2092,853.17
2093,862.12
2094,866.59
2095,796.15
2096,782.73
2097,782.73
2098,795.03
2099,835.28
2100,863.24
2101,830.81
2102,850.94
2103,852.05
2104,920.26
2105,962.75
2106,982.88
2107,991.83
2108,999.65
2109,1001.89
2110,925.85
2111,909.08
2112,915.79
2113,904.61
2114,956.05
2115,960.52
2116,981.76
2117,988.47
2118,944.86
2119,897.9
2120,901.25
2121,897.9
2122,903.49
2123,911.32
2124,914.67
2125,907.96
2126,918.03
2127,913.55
2128,939.27
2129,960.52
2130,960.52
2131,970.58
2132,976.17
2133,984
2134,988.47
2135,994.06
2136,1008.6
2137,1004.13
2138,1013.07
2139,1019.78
2140,1023.14
2141,1022.02
